1,1,38.2,42,20,nan,nan,1,1,nan,3,nan,nan,nan,nan,3,nan,47,60,nan,nan,1
1,1,39.3,64,90,2,3,1,1,nan,3,1,1,2,6.5,1,5,39,6.7,nan,nan,1
1,1,37.5,60,50,3,3,1,1,3,3,2,2,2,3.5,3,4,35,6.5,nan,nan,2
1,1,37.7,80,nan,3,3,6,1,5,4,1,2,3,nan,3,1,50,55,3,2,1
1,1,nan,100,30,3,3,4,2,5,4,4,3,3,nan,4,4,52,6.6,nan,nan,1
1,1,37.7,120,28,3,3,3,1,5,3,3,1,1,nan,nan,nan,65,7,3,nan,2
1,1,nan,76,nan,nan,3,nan,nan,nan,4,4,nan,nan,nan,nan,5,nan,nan,nan,nan,3
1,9,38.8,150,50,1,3,6,2,5,3,2,1,1,nan,nan,nan,50,6.2,nan,nan,2
1,1,38,36,16,3,1,1,1,4,2,2,3,3,2,3,nan,37,75,2,1,3
2,1,36.9,50,40,2,3,3,1,1,3,2,3,1,7,nan,nan,37.5,6.5,nan,nan,1
2,1,37.8,40,16,1,1,1,1,1,1,1,nan,nan,nan,1,1,37,6.8,nan,nan,1
2,1,38.2,56,40,4,3,1,1,2,4,3,2,2,7.5,nan,nan,47,7.2,1,2.5,1
1,1,38.6,48,12,nan,nan,1,nan,1,1,nan,nan,nan,nan,nan,nan,36,67,nan,nan,1
2,1,40,78,nan,3,3,5,1,2,3,1,1,1,nan,4,1,66,6.5,nan,nan,2
1,1,nan,70,16,3,4,5,2,2,3,2,2,1,nan,4,5,60,7.5,nan,nan,2
1,1,38.2,72,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,6.4,nan,nan,1
2,1,38.5,54,nan,1,1,1,1,3,1,1,2,1,nan,1,nan,40,6.8,2,7,1
1,1,38.5,66,24,1,1,1,1,3,3,1,2,1,nan,4,5,40,6.7,1,nan,1
2,1,37.8,82,12,3,1,1,2,4,nan,3,1,3,nan,nan,nan,50,7,nan,nan,3
2,9,39.5,84,30,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,28,5,nan,nan,1
1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
1,1,38,50,36,nan,1,1,1,3,2,2,nan,nan,nan,3,nan,39,6.6,1,5.3,1
2,1,38.6,45,16,2,1,2,1,1,1,nan,nan,nan,nan,1,1,43,58,nan,nan,1
1,1,38.9,80,44,3,3,3,1,2,3,3,2,2,7,3,1,54,6.5,3,nan,2
1,1,37,66,20,1,3,2,1,4,3,3,1,nan,nan,1,5,35,6.9,2,nan,2
1,1,nan,78,24,3,3,3,1,nan,3,nan,2,1,nan,nan,4,43,62,nan,2,3
2,1,38.5,40,16,1,1,1,1,2,1,1,nan,nan,nan,3,2,37,67,nan,nan,1
1,1,nan,120,70,4,nan,4,2,2,4,nan,nan,nan,nan,nan,5,55,65,nan,nan,3
2,1,37.2,72,24,3,2,4,2,4,3,3,3,1,nan,4,4,44,nan,3,3.3,3
1,1,37.5,72,30,4,3,4,1,4,4,3,2,1,nan,3,5,60,6.8,nan,nan,2
1,1,36.5,100,24,3,3,3,1,3,3,3,3,1,nan,4,4,50,6,3,3.4,1
1,1,37.2,40,20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,1,36,62,1,1,3
2,1,38.5,54,20,nan,1,2,2,3,4,1,2,2,5.9,nan,2,42,6.3,nan,nan,1
2,1,37.6,48,36,nan,nan,1,1,nan,3,nan,nan,nan,nan,nan,nan,44,6.3,1,5,1
1,1,37.7,44,28,nan,4,3,2,5,4,4,1,1,nan,3,5,45,70,3,2,1
1,1,37,56,24,3,1,4,2,4,4,3,1,1,nan,nan,nan,35,61,3,2,3
2,1,38,42,12,3,nan,3,1,1,nan,1,nan,nan,nan,nan,2,37,5.8,nan,nan,1
1,1,nan,60,40,3,nan,1,1,nan,4,nan,3,2,nan,nan,5,42,72,nan,nan,1
2,1,38.4,80,60,3,2,2,1,3,2,1,2,2,nan,1,1,54,6.9,nan,nan,1
2,1,37.8,48,12,2,1,2,1,3,nan,1,2,nan,nan,2,nan,48,7.3,1,nan,1
nan,1,38,65,40,nan,1,4,2,2,nan,nan,nan,nan,nan,nan,5,nan,nan,nan,nan,nan
2,1,37.9,45,36,3,3,3,2,2,3,1,2,1,nan,3,nan,33,5.7,3,nan,1
2,1,39,84,12,3,1,5,1,2,4,2,1,2,7,nan,4,62,5.9,2,2.2,2
2,1,38.2,60,24,3,1,3,2,3,3,2,3,3,nan,4,4,53,7.5,2,1.4,1
1,1,nan,140,nan,nan,nan,4,2,5,4,4,1,1,nan,nan,5,30,69,nan,nan,2
1,1,37.9,120,60,3,3,3,1,5,4,4,2,2,7.5,4,5,52,6.6,3,1.8,2
2,1,38,72,36,1,1,3,1,3,nan,2,2,1,nan,3,5,38,6.8,2,2,1
2,9,38,92,28,1,1,2,1,1,3,2,3,nan,7.2,nan,nan,37,6.1,1,1.1,1
1,1,38.3,66,30,2,3,1,1,2,4,3,3,2,8.5,4,5,37,6,nan,nan,1
2,1,37.5,48,24,3,1,1,1,2,1,nan,1,1,nan,3,2,43,6,1,2.8,1
1,1,37.5,88,20,2,3,3,1,4,3,3,nan,nan,nan,nan,nan,35,6.4,1,nan,2
2,9,nan,150,60,4,4,4,2,5,4,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
1,1,39.7,100,30,nan,nan,6,2,4,4,3,1,nan,nan,4,5,65,75,nan,nan,3
1,1,38.3,80,nan,3,3,4,2,5,4,3,2,1,nan,4,4,45,7.5,2,4.6,1
2,1,37.5,40,32,3,1,3,1,3,2,3,2,1,nan,nan,5,32,6.4,1,1.1,1
1,1,38.4,84,30,3,1,5,2,4,3,3,2,3,6.5,4,4,47,7.5,3,nan,2
1,1,38.1,84,44,4,nan,4,2,5,3,1,1,3,5,nan,4,60,6.8,nan,5.7,2
2,1,38.7,52,nan,1,1,1,1,1,3,1,nan,nan,nan,1,3,4,74,nan,nan,1
2,1,38.1,44,40,2,1,3,1,3,3,1,nan,nan,nan,1,3,35,6.8,nan,nan,1
2,1,38.4,52,20,2,1,3,1,1,3,2,2,1,nan,3,5,41,63,1,1,1
1,1,38.2,60,nan,1,nan,3,1,2,1,1,1,1,nan,4,4,43,6.2,2,3.9,1
2,1,37.7,40,18,1,1,1,nan,3,2,1,1,1,nan,3,3,36,3.5,nan,nan,1
1,1,39.1,60,10,nan,1,1,nan,2,3,nan,nan,nan,nan,4,4,nan,nan,nan,nan,1
2,1,37.8,48,16,1,1,1,1,nan,1,1,2,1,nan,4,3,43,7.5,nan,nan,1
1,1,39,120,nan,4,3,5,2,2,4,3,2,3,8,nan,nan,65,8.2,3,4.6,1
1,1,38.2,76,nan,2,3,2,1,5,3,3,1,2,6,1,5,35,6.5,2,0.9,1
2,1,38.3,88,nan,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
1,1,38,80,30,3,3,3,1,nan,nan,nan,nan,nan,6,nan,nan,48,8.3,nan,4.3,1
1,1,nan,nan,nan,3,1,1,1,2,3,3,1,3,6,4,4,nan,nan,2,nan,2
1,1,37.6,40,nan,1,1,1,1,1,1,1,nan,nan,nan,1,1,nan,nan,2,2.1,1
2,1,37.5,44,nan,1,1,1,1,3,3,2,nan,nan,nan,nan,nan,45,5.8,2,1.4,1
2,1,38.2,42,16,1,1,3,1,1,3,1,nan,nan,nan,1,nan,35,60,1,1,1
2,1,38,56,44,3,3,3,nan,nan,1,1,2,1,nan,4,nan,47,70,2,1,1
2,1,38.3,45,20,3,3,2,2,2,4,1,2,nan,nan,4,nan,nan,nan,nan,nan,1
1,1,nan,48,96,1,1,3,1,nan,4,1,2,1,nan,1,4,42,8,1,nan,1
1,1,37.7,55,28,2,1,2,1,2,3,3,nan,3,5,4,5,nan,nan,nan,nan,1
2,1,36,100,20,4,3,6,2,2,4,3,1,1,nan,4,5,74,5.7,2,2.5,3
1,1,37.1,60,20,2,nan,4,1,3,nan,3,nan,2,5,3,4,64,8.5,2,nan,1
2,1,37.1,114,40,3,nan,3,2,2,2,1,nan,nan,nan,nan,3,32,nan,3,6.5,1
1,1,38.1,72,30,3,3,3,1,4,4,3,2,1,nan,3,5,37,56,3,1,1
1,1,37,44,12,3,1,1,2,1,1,1,nan,nan,nan,4,2,40,6.7,3,8,1
1,1,38.6,48,20,3,1,1,1,4,3,1,nan,nan,nan,3,nan,37,75,nan,nan,1
1,1,nan,82,72,3,1,4,1,2,3,3,nan,3,nan,4,4,53,65,3,2,3
1,9,38.2,78,60,4,4,6,nan,3,3,3,nan,nan,nan,1,nan,59,5.8,3,3.1,2
2,1,37.8,60,16,1,1,3,1,2,3,2,1,2,nan,3,nan,41,73,nan,nan,3
1,1,38.7,34,30,2,nan,3,1,2,3,nan,nan,nan,nan,nan,nan,33,69,nan,2,3
1,1,nan,36,12,1,1,1,1,1,2,1,1,1,nan,1,5,44,nan,nan,nan,1
2,1,38.3,44,60,nan,nan,1,1,nan,nan,nan,nan,nan,nan,nan,nan,6.4,36,nan,nan,1
2,1,37.4,54,18,3,nan,1,1,3,4,3,2,2,nan,4,5,30,7.1,2,nan,1
1,1,nan,nan,nan,4,3,nan,2,2,4,1,nan,nan,nan,nan,nan,54,76,3,2,1
1,1,36.6,48,16,3,1,3,1,4,1,1,1,1,nan,nan,nan,27,56,nan,nan,3
1,1,38.5,90,nan,1,1,3,1,3,3,3,2,3,2,4,5,47,79,nan,nan,1
1,1,nan,75,12,1,1,4,1,5,3,3,nan,3,5.8,nan,nan,58,8.5,1,nan,1
2,1,38.2,42,nan,3,1,1,1,1,1,2,2,1,nan,3,2,35,5.9,2,nan,1
1,9,38.2,78,60,4,4,6,nan,3,3,3,nan,nan,nan,1,nan,59,5.8,3,3.1,2
2,1,38.6,60,30,1,1,3,1,4,2,2,1,1,nan,nan,nan,40,6,1,nan,1
2,1,37.8,42,40,1,1,1,1,1,3,1,nan,nan,nan,3,3,36,6.2,nan,nan,1
1,1,38,60,12,1,1,2,1,2,1,1,1,1,nan,1,4,44,65,3,2,3
2,1,38,42,12,3,nan,3,1,1,1,1,nan,nan,nan,nan,1,37,5.8,nan,nan,1
2,1,37.6,88,36,3,1,1,1,3,3,2,1,3,1.5,nan,nan,44,6,nan,nan,2
